	start	end	specie	file
59	5.526996	9.520391	Galerida theklae	AM1_20230514_080000.WAV
60	10.493969	10.627513	Unk	AM1_20230514_080000.WAV
61	13.164848	13.82826	Unk	AM1_20230514_080000.WAV
62	14.909535	16.17174	Hieraaetus pennatus	AM1_20230514_080000.WAV
63	17.843194	18.054279	Unk	AM1_20230514_080000.WAV
64	20.936244	21.138713	Unk	AM1_20230514_080000.WAV
65	24.886559	26.170304	Unk	AM1_20230514_080000.WAV
66	31.464675	31.619759	Unk	AM1_20230514_080000.WAV
67	36.845204	37.306146	Unk	AM1_20230514_080000.WAV
68	55.360425	55.489661	Unk	AM1_20230514_080000.WAV
69	0.0	60.0	abiotic noise	AM1_20230514_083000.WAV
70	2.56749	4.14417	Unk	AM1_20230514_083000.WAV
71	10.425043	11.777714	Unk	AM1_20230514_083000.WAV
72	16.912694	17.675187	Unk	AM1_20230514_083000.WAV
73	18.902929	19.368179	Unk	AM1_20230514_083000.WAV
74	34.876508	35.807007	Unk	AM1_20230514_083000.WAV
75	39.46008	39.916715	Unk	AM1_20230514_083000.WAV
76	40.623205	41.269385	Galerida theklae	AM1_20230514_083000.WAV
77	45.58587	46.499138	Unk	AM1_20230514_083000.WAV
78	58.380241	58.612866	Unk	AM1_20230514_083000.WAV
79	0.0	1.356979	Unk	AM1_20230514_090000.WAV
80	1.490523	2.352096	Curruca undata	AM1_20230514_090000.WAV
81	2.386559	3.411832	Unk	AM1_20230514_090000.WAV
82	6.242102	7.922171	Curruca undata	AM1_20230514_090000.WAV
83	9.425617	13.371626	Unk	AM1_20230514_090000.WAV
84	15.693567	17.171166	Curruca undata	AM1_20230514_090000.WAV
85	20.858702	22.306146	Curruca undata	AM1_20230514_090000.WAV
86	24.012062	24.860712	Unk	AM1_20230514_090000.WAV
87	25.24842	27.182654	Curruca undata	AM1_20230514_090000.WAV
88	31.223435	31.593912	Galerida theklae	AM1_20230514_090000.WAV
89	32.97243	34.764503	Curruca undata	AM1_20230514_090000.WAV
90	36.77197	38.93452	Curruca undata	AM1_20230514_090000.WAV
91	39.261918	39.369615	Unk	AM1_20230514_090000.WAV
92	42.225732	42.31189	Unk	AM1_20230514_090000.WAV
93	42.419586	43.375933	Curruca undata	AM1_20230514_090000.WAV
94	43.169156	43.28116	Unk	AM1_20230514_090000.WAV
95	43.651637	46.766226	Unk	AM1_20230514_090000.WAV
96	48.980471	51.405801	Curruca undata	AM1_20230514_090000.WAV
97	55.489661	56.010913	Unk	AM1_20230514_090000.WAV
98	56.191844	58.134693	Curruca undata	AM1_20230514_090000.WAV
99	0.0	60.0	abiotic noise	AM1_20230514_093000.WAV
100	0.034463	0.844342	Galerida theklae	AM1_20230514_093000.WAV
101	2.834578	3.976163	Galerida theklae	AM1_20230514_093000.WAV
102	6.776278	7.676623	Galerida theklae	AM1_20230514_093000.WAV
103	7.982481	8.520965	Galerida theklae	AM1_20230514_093000.WAV
104	12.884836	13.914417	Galerida theklae	AM1_20230514_093000.WAV
105	15.030155	15.292935	Unk	AM1_20230514_093000.WAV
106	23.068639	25.442275	Galerida theklae	AM1_20230514_093000.WAV
107	25.79552	26.536473	Unk	AM1_20230514_093000.WAV
108	27.286043	32.477025	Galerida theklae	AM1_20230514_093000.WAV
109	34.531878	36.121482	Galerida theklae	AM1_20230514_093000.WAV
110	36.155945	39.145714	Unk	AM1_20230514_093000.WAV
111	39.877944	40.313038	Chloris chloris	AM1_20230514_093000.WAV
112	40.554279	44.215968	Alaudidae	AM1_20230514_093000.WAV
113	42.31189	42.660827	Unk	AM1_20230514_093000.WAV
114	45.693567	47.003159	Unk	AM1_20230514_093000.WAV
115	48.321367	48.674612	Chloris chloris	AM1_20230514_093000.WAV
116	48.885698	51.599655	Galerida theklae	AM1_20230514_093000.WAV
117	53.309879	54.124067	Unk	AM1_20230514_093000.WAV
118	55.549971	60.0	Galerida theklae	AM1_20230514_093000.WAV
119	11.954337	14.418438	Galerida theklae	AM1_20230514_100000.WAV
120	18.950316	20.475302	Galerida theklae	AM1_20230514_100000.WAV
121	32.50718	34.876508	Galerida theklae	AM1_20230514_100000.WAV
122	42.992533	45.641872	Galerida theklae	AM1_20230514_100000.WAV
123	46.938541	47.537335	Curruca undata	AM1_20230514_100000.WAV
124	51.927053	52.616312	Unk	AM1_20230514_100000.WAV
125	53.28834	53.503733	Unk	AM1_20230514_100000.WAV
126	59.198736	59.93969	Galerida theklae	AM1_20230514_100000.WAV
127	3.35583	3.752154	Galerida theklae	AM1_20230514_103000.WAV
128	3.868466	4.122631	Lanius meridionalis	AM1_20230514_103000.WAV
129	4.191557	5.949167	Galerida theklae	AM1_20230514_103000.WAV
130	10.00718	10.662857	Unk	AM1_20230514_103000.WAV
131	11.545089	12.036186	Unk	AM1_20230514_103000.WAV
132	13.126077	15.753877	Galerida theklae	AM1_20230514_103000.WAV
133	16.891155	17.537335	Unk	AM1_20230514_103000.WAV
134	20.104825	22.952326	Calandrella brachydactyla	AM1_20230514_103000.WAV
135	24.761631	26.170304	Unk	AM1_20230514_103000.WAV
136	30.056002	30.628949	Unk	AM1_20230514_103000.WAV
137	30.684951	30.921884	Unk	AM1_20230514_103000.WAV
138	30.964963	31.244974	Unk	AM1_20230514_103000.WAV
139	35.729466	37.129523	Unk	AM1_20230514_103000.WAV
140	43.225714	43.651637	Unk	AM1_20230514_103000.WAV
141	49.570649	49.682654	Unk	AM1_20230514_103000.WAV
142	49.99282	50.229753	Unk	AM1_20230514_103000.WAV
143	0.0	60.0	abiotic noise	AM1_20230514_110000.WAV
144	37.939403	39.619472	Unk	AM1_20230514_110000.WAV
145	54.210224	55.295807	Unk	AM1_20230514_110000.WAV
146	58.035612	58.380241	Cyanopica cooki	AM1_20230514_110000.WAV
