path,annotator,recorder,date,time,start_time,end_time,low_frequency,high_frequency,specie
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,24.412694,24.498851,2315.650879,7580.771484,saxicola rubicola
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,25.304423,25.403504,2686.859086,7580.771484,saxicola rubicola
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,26.398621,27.066341,2151.07959,3522.901367,unknown
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,27.716829,31.318208,1995.48999,6598.516113,curruca melanocephala
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,31.826536,32.838886,1957.937866,5049.830078,unknown
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,34.350948,39.843481,2401.464844,8058.754395,curruca melanocephala
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,36.552269,37.452613,2216.059464,3339.770885,unknown
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,37.887708,38.628662,2232.210938,3236.827637,unknown
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,40.24842,40.347501,5228.763511,8338.453701,cisticola juncidis
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,40.717978,47.744113,2580.488281,7936.73291,curruca melanocephala
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,41.015221,41.11861,4660.316406,7936.73291,cisticola juncidis
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,41.700172,43.095922,4227.571777,5381.724609,unknown
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,43.48363,43.561172,4890.739258,8307.996094,cisticola juncidis
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,44.276278,44.375359,4439.391602,8307.996094,cisticola juncidis
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,45.852958,45.973578,4652.435366,8533.715098,cisticola juncidis
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,46.662837,46.770534,4758.374369,8325.431065,cisticola juncidis
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,47.498564,47.606261,4585.640137,8182.50293,cisticola juncidis
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,48.299828,48.403217,4969.727051,8307.996094,cisticola juncidis
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,49.131246,49.247559,3582.563965,8307.996094,cisticola juncidis
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,49.93251,50.048823,4512.00293,7816.410645,cisticola juncidis
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,50.376221,50.763929,3406.05835,8182.50293,curruca melanocephala
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,50.78116,50.884549,4812.851562,8182.50293,cisticola juncidis
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,51.556577,51.655658,4585.640137,7936.73291,cisticola juncidis
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,52.073521,52.146755,3829.762451,9237.537109,unknown
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,52.392303,52.508616,4091.231934,8182.50293,cisticola juncidis
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,53.232338,53.34865,3893.76123,8058.754395,cisticola juncidis
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,54.042217,54.162837,3893.76123,8435.267578,cisticola juncidis
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,54.899483,55.015796,3406.05835,8564.331055,cisticola juncidis
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,55.618897,55.71367,3893.76123,8564.331055,unknown
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,55.743825,55.873061,3348.85498,8307.996094,cisticola juncidis
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,56.545089,56.661401,3582.563965,8182.50293,cisticola juncidis
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,57.389431,57.518667,3643.069092,8182.50293,cisticola juncidis
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,58.259621,58.371626,3276.76856,8158.481062,cisticola juncidis
AM4/2023_05_30/AM4_20230530_095000.WAV,Edu,AM4,2023/05/30,09:50:00,59.103963,59.233199,3176.634291,7755.578819,cisticola juncidis
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,0.0,18.118897,2544.755127,9010.568359,unknown
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,0.0,33.325675,1016.953369,2218.175537,ciconia ciconia
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,0.594486,0.939115,3311.650146,9360.080078,sturnus unicolor
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,2.77626,4.316485,4750.242188,8033.212402,emberiza calandra
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,3.971855,5.13498,1803.600342,4686.378906,luscinia megarhynchos
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,6.556577,7.58185,1422.753906,2950.660889,luscinia megarhynchos
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,9.529006,9.899483,3126.901611,9125.701172,sturnus unicolor
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,10.709362,11.954337,4499.243164,8563.364258,emberiza calandra
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,17.619184,19.618036,2287.784424,8896.782227,cettia cetti
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,18.808156,20.350373,1578.312866,2469.159424,luscinia megarhynchos
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,19.721424,44.775991,2432.02417,8033.212402,unknown
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,21.522114,22.995405,4259.800293,8033.212402,emberiza calandra
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,27.415279,28.337163,1987.068115,3813.492432,luscinia megarhynchos
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,27.980674,29.405514,423.249329,609.249939,streptopelia decaocto
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,30.637565,32.16255,4378.11084,8347.546875,emberiza calandra
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,31.45606,32.955198,1605.325684,3172.276123,luscinia megarhynchos
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,37.284607,38.719127,4388.970782,8241.532227,emberiza calandra
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,37.775704,45.017231,1373.298096,2359.053955,ciconia ciconia
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,38.469271,39.7444,363.568425,586.169868,streptopelia decaocto
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,41.127226,43.130385,1804.06954,3555.179199,unknown
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,41.570936,42.95807,450.042999,609.249939,streptopelia decaocto
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,44.638139,46.188972,4318.60791,8784.332031,emberiza calandra
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,45.06031,45.689086,1499.158691,4031.38623,luscinia megarhynchos
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,46.257898,57.260195,2051.164795,7247.351562,unknown
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,47.209937,47.645032,1525.232666,4259.800293,luscinia megarhynchos
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,49.040781,50.729466,4201.684082,8454.822266,emberiza calandra
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,50.794084,51.487651,1447.922485,2993.94458,luscinia megarhynchos
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,50.944859,52.35784,4378.11084,8896.782227,emberiza calandra
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,51.30672,53.87421,410.087494,609.249939,streptopelia decaocto
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,55.222573,56.424469,2865.60791,9360.080078,sturnus unicolor
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,57.294658,58.647329,3975.946045,8033.212402,emberiza calandra
AM8/2023_05_23/AM8_20230523_103000.WAV,Edu,AM8,2023/05/23,10:30:00,58.681792,60.0,2506.734619,8136.759766,unknown
AM1/2023_05_30/AM1_20230530_110000.WAV,Giulia,AM1,2023/05/30,11:00:00,1e-05,60.0,366.846436,8010.064453,no bird sound
AM3/2023_07_18/AM03_20230718_073000.WAV,Edu,AM3,2023/07/18,07:30:00,1.01173,2.635432,3337.448975,4643.171387,No audio
AM15/2023_10_09/AM15_20231009_063000.WAV,Giulia,AM15,2023/10/09,06:30:00,27.156806,27.329121,1345.488037,6070.038574,bird
AM15/2023_10_09/AM15_20231009_063000.WAV,Giulia,AM15,2023/10/09,06:30:00,45.077542,45.560023,1987.487915,4240.867188,corvidae
AM15/2023_07_12/AM15_20230712_060000.WAV,Giulia,AM15,2023/07/12,06:00:00,37.748571,59.28,4240.867188,6070.038574,unknown
AM15/2023_07_12/AM15_20230712_060000.WAV,Giulia,AM15,2023/07/12,06:00:00,40.459506,40.459506,2044.515381,2044.515381,corvidae?
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,0.077542,3.665997,4693.522461,7423.855957,cisticola juncidis
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,0.258472,0.766801,2025.144775,3373.662598,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,0.784032,1.744687,3047.557617,3628.517334,luscinia megarhynchos
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,1.266513,1.615451,2004.552002,2307.564453,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,2.054854,2.937967,2152.036865,3761.862061,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,3.088742,3.592763,2447.606689,5343.469238,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,4.342332,4.773119,2400.21582,7040.896277,curruca melanocephala
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,5.341758,6.289489,4734.589844,7485.712891,cisticola juncidis
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,6.543653,7.504308,1713.690063,6661.003418,luscinia megarhynchos
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,7.013211,7.112292,4453.556152,7610.843262,cisticola juncidis
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,7.719701,8.75359,1761.48983,4200.28535,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,7.792935,10.20965,4652.766113,7485.712891,cisticola juncidis
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,8.930213,9.373923,2991.134277,4077.101562,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,9.697013,10.265652,1806.991333,5118.554199,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,9.877944,10.165714,2669.990723,2935.55957,luscinia megarhynchos
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,10.515508,10.950603,2353.538818,7485.712891,curruca melanocephala
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,10.829983,10.929064,5074.585938,7362.467773,cisticola juncidis
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,11.041068,11.394314,2520.054443,3373.662598,luscinia megarhynchos
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,11.618323,22.82309,4569.075908,7674.121094,cisticola juncidis
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,11.700172,12.214286,3467.425781,3830.068359,luscinia megarhynchos
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,12.105112,13.263929,2004.552002,4187.054688,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,14.93969,16.115738,2262.281738,3934.335449,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,16.873923,17.813038,2239.897461,3899.314209,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,18.49799,18.717691,2612.133018,3761.862061,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,18.635841,18.851235,2520.054443,2991.134277,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,19.170017,19.773119,2569.2771,3694.68335,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,20.647616,21.474727,2644.525391,3969.621582,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,22.328571,22.866169,1984.114868,3133.813965,luscinia megarhynchos
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,23.060023,27.751292,1503.689941,5207.49707,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,24.964101,28.113153,5118.554199,7003.755859,cisticola juncidis
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,28.427628,28.979035,2695.650146,4187.054688,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,28.892878,29.345204,1826.079834,2520.054443,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,29.612292,29.780299,2447.606689,4532.334473,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,29.982769,31.43452,2423.821045,4150.125,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,30.301551,30.745261,5343.469238,7485.712891,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,31.580988,31.684377,2195.633789,2447.606689,luscinia megarhynchos
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,31.684377,32.033314,2747.557617,3342.879639,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,32.115164,34.02355,1884.222168,6830.429199,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,32.982857,33.450603,3104.843506,3373.662598,luscinia megarhynchos
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,34.170017,35.331429,2749.016476,7101.859691,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,35.414991,36.698736,3251.919434,5030.949707,galerida theklae
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,36.517806,37.23722,1623.861816,6333.500977,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,37.302857,37.586157,1788.046631,11723.40332,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,37.685238,37.879092,3019.23877,4077.101562,luscinia megarhynchos
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,38.327111,38.852671,1963.831787,2239.897461,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,38.469271,39.296381,3467.425781,5310.343811,galerida theklae
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,39.296381,39.546238,2695.650146,3899.314209,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,39.709937,39.839173,2619.251953,7485.712891,curruca melanocephala
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,39.916715,41.122918,1806.991333,7610.843262,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,41.58386,42.367892,3435.933838,5030.949707,galerida theklae
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,42.566054,43.156232,2695.650146,5389.485352,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,43.156232,44.6166,1750.58667,3222.056396,luscinia megarhynchos
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,44.6166,45.598794,2353.538818,4652.766113,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,45.598794,45.926192,3499.157471,4944.662598,galerida theklae
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,46.430213,49.316485,2195.633789,5252.477539,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,46.533601,47.412407,4902.008789,7737.882812,cisticola juncidis
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,49.345714,49.618036,3019.23877,4987.64209,galerida theklae
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,49.437105,50.695003,2475.435758,7586.914439,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,50.061746,50.432223,3282.010254,4859.67627,galerida theklae
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,50.867143,51.216255,2066.80249,4693.522461,curruca melanocephala
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,52.624928,54.998564,2669.990723,5252.477539,passer sp
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,52.624928,52.836014,2935.55957,5435.851562,passer sp
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,54.998564,56.174612,2495.721436,4337.606445,galerida theklae
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,56.23923,56.467547,2695.650146,3969.621582,unknown
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,56.635554,57.316198,2695.650146,4902.008789,galerida theklae
AM4/2023_05_31/AM4_20230531_070000.WAV,Edu,AM4,2023/05/31,07:00:00,57.350661,60.0,1884.222168,4150.125,unknown
AM10/2023_05_09/AM10_20230509_110000.WAV,Edu,AM10,2023/05/09,11:00:00,0.021539,59.982769,4426.186523,-1.0,Chiroptera
AM10/2023_05_09/AM10_20230509_110000.WAV,Edu,AM10,2023/05/09,11:00:00,0.034463,4.316485,2986.851047,6345.125977,Passer sp
AM10/2023_05_09/AM10_20230509_110000.WAV,Edu,AM10,2023/05/09,11:00:00,0.689259,13.475014,-1.0,404.067749,Wind
AM10/2023_05_09/AM10_20230509_110000.WAV,Edu,AM10,2023/05/09,11:00:00,6.737507,8.676048,1755.865112,3896.716797,Bird
AM10/2023_05_09/AM10_20230509_110000.WAV,Edu,AM10,2023/05/09,11:00:00,7.521539,11.915566,2467.233154,6155.705566,Passer sp
AM10/2023_05_09/AM10_20230509_110000.WAV,Edu,AM10,2023/05/09,11:00:00,12.079265,13.793797,1711.645264,3238.885498,Milvus migrans
AM10/2023_05_09/AM10_20230509_110000.WAV,Edu,AM10,2023/05/09,11:00:00,14.371051,36.944285,-1.0,2737.083008,Wind
AM10/2023_05_09/AM10_20230509_110000.WAV,Edu,AM10,2023/05/09,11:00:00,15.818495,16.878231,2584.446777,7085.560547,Motacilla flava
AM10/2023_05_09/AM10_20230509_110000.WAV,Edu,AM10,2023/05/09,11:00:00,18.592763,25.101953,2614.162143,6687.038119,Passer sp
AM10/2023_05_09/AM10_20230509_110000.WAV,Edu,AM10,2023/05/09,11:00:00,21.470419,21.720276,4333.885254,8894.837891,Motacilla flava
AM10/2023_05_09/AM10_20230509_110000.WAV,Edu,AM10,2023/05/09,11:00:00,26.751867,27.578978,3132.980957,6474.307129,Passer sp
