path,annotator,recorder,date,time,audio_duration,start_time,end_time,low_frequency,high_frequency,specie
AM1/2023_05_10/AM1_20230510_070000.WAV,Edu,AM1,2023/05/10,07:00:00,00:01:00,42.410971,42.609133,2686.005615,5063.645508,galerida theklae
AM1/2023_05_10/AM1_20230510_070000.WAV,Edu,AM1,2023/05/10,07:00:00,00:01:00,46.611143,49.93251,2513.953613,5185.134766,galerida theklae
AM1/2023_05_10/AM1_20230510_070000.WAV,Edu,AM1,2023/05/10,07:00:00,00:01:00,55.481045,56.049684,3177.684814,5764.318848,galerida theklae
AM1/2023_05_10/AM1_20230510_070000.WAV,Edu,AM1,2023/05/10,07:00:00,00:01:00,1.180356,5.552843,0.0,9110.852539,abiotic noise
AM1/2023_05_10/AM1_20230510_070000.WAV,Edu,AM1,2023/05/10,07:00:00,00:01:00,12.936531,14.065192,0.0,3177.684814,abiotic noise
AM1/2023_05_10/AM1_20230510_070000.WAV,Edu,AM1,2023/05/10,07:00:00,00:01:00,5.552843,8.150488,5565.186035,9528.814453,abiotic noise
AM1/2023_05_10/AM1_20230510_073000.WAV,Edu,AM1,2023/05/10,07:30:00,00:01:00,1.180356,15.680643,5.902004,8930.154297,abiotic noise
AM1/2023_05_10/AM1_20230510_073000.WAV,Edu,AM1,2023/05/10,07:30:00,00:01:00,52.487076,53.047099,1740.272461,2414.305664,cyanopica cooki
AM1/2023_05_10/AM1_20230510_080000.WAV,Edu,AM1,2023/05/10,08:00:00,00:01:00,38.831132,46.283745,3134.575195,5540.464355,cyanopica cooki
AM1/2023_05_10/AM1_20230510_080000.WAV,Edu,AM1,2023/05/10,08:00:00,00:01:00,1.180356,14.065192,23.132706,8943.100586,abiotic noise
AM1/2023_05_10/AM1_20230510_083000.WAV,Edu,AM1,2023/05/10,08:30:00,00:01:00,57.354968,58.397473,3024.220459,5287.106445,curruca melanocephala
AM1/2023_05_10/AM1_20230510_083000.WAV,Edu,AM1,2023/05/10,08:30:00,00:01:00,53.081562,55.037335,2824.893601,5338.078613,unknown
AM1/2023_05_10/AM1_20230510_083000.WAV,Edu,AM1,2023/05/10,08:30:00,00:01:00,50.272832,52.909248,2681.182955,5087.48291,curruca melanocephala
AM1/2023_05_10/AM1_20230510_083000.WAV,Edu,AM1,2023/05/10,08:30:00,00:01:00,39.623779,47.713957,2211.35504,5653.158203,galerida theklae
AM1/2023_05_10/AM1_20230510_083000.WAV,Edu,AM1,2023/05/10,08:30:00,00:01:00,36.556577,36.694428,0.0,3024.220459,abiotic noise
AM1/2023_05_10/AM1_20230510_083000.WAV,Edu,AM1,2023/05/10,08:30:00,00:01:00,35.402068,36.280873,2592.601439,5038.625977,galerida theklae
AM1/2023_05_10/AM1_20230510_083000.WAV,Edu,AM1,2023/05/10,08:30:00,00:01:00,26.450316,30.663412,2515.456617,6575.11742,galerida theklae
AM1/2023_05_10/AM1_20230510_083000.WAV,Edu,AM1,2023/05/10,08:30:00,00:01:00,24.408386,25.898909,2818.864847,4782.230917,curruca melanocephala
AM1/2023_05_10/AM1_20230510_083000.WAV,Edu,AM1,2023/05/10,08:30:00,00:01:00,17.860425,22.013211,2548.146897,5707.246582,galerida theklae
AM1/2023_05_10/AM1_20230510_083000.WAV,Edu,AM1,2023/05/10,08:30:00,00:01:00,14.741528,16.292361,2721.505615,5508.127823,galerida theklae
AM1/2023_05_10/AM1_20230510_083000.WAV,Edu,AM1,2023/05/10,08:30:00,00:01:00,6.677197,9.244687,0.0,6827.071289,abiotic noise
AM1/2023_05_10/AM1_20230510_083000.WAV,Edu,AM1,2023/05/10,08:30:00,00:01:00,4.842045,6.677197,3353.717285,5389.485352,unknown
AM1/2023_05_10/AM1_20230510_083000.WAV,Edu,AM1,2023/05/10,08:30:00,00:01:00,4.842045,6.677197,0.0,3251.919434,abiotic noise
AM1/2023_05_10/AM1_20230510_083000.WAV,Edu,AM1,2023/05/10,08:30:00,00:01:00,2.171166,4.842045,0.0,6041.590332,abiotic noise
AM1/2023_05_10/AM1_20230510_083000.WAV,Edu,AM1,2023/05/10,08:30:00,00:01:00,1.033889,2.171166,0.0,2721.505615,abiotic noise
AM1/2023_05_10/AM1_20230510_083000.WAV,Edu,AM1,2023/05/10,08:30:00,00:01:00,0.0,2.171166,2869.655029,4990.181152,curruca melanocephala
AM1/2023_05_10/AM1_20230510_083000.WAV,Edu,AM1,2023/05/10,08:30:00,00:01:00,9.244687,13.759334,0.0,3152.677246,abiotic noise
AM1/2023_05_10/AM1_20230510_083000.WAV,Edu,AM1,2023/05/10,08:30:00,00:01:00,9.244687,14.422746,3024.220459,5707.246582,unknown
AM1/2023_05_10/AM1_20230510_090000.WAV,Edu,AM1,2023/05/10,09:00:00,00:01:00,46.481907,47.287478,3173.167969,5493.321289,unknown
AM1/2023_05_10/AM1_20230510_090000.WAV,Edu,AM1,2023/05/10,09:00:00,00:01:00,37.543079,37.978173,3113.896914,5831.33252,unknown
AM1/2023_05_10/AM1_20230510_090000.WAV,Edu,AM1,2023/05/10,09:00:00,00:01:00,28.879954,29.672602,0.0,4787.80957,abiotic noise
AM1/2023_05_10/AM1_20230510_090000.WAV,Edu,AM1,2023/05/10,09:00:00,00:01:00,1.137277,3.790925,0.0,1065.885742,abiotic noise
AM1/2023_05_10/AM1_20230510_090000.WAV,Edu,AM1,2023/05/10,09:00:00,00:01:00,53.047099,53.180643,3105.16626,5330.93457,unknown
AM1/2023_05_10/AM1_20230510_093000.WAV,Edu,AM1,2023/05/10,09:30:00,00:01:00,1.412981,14.198736,0.0,7285.145996,abiotic noise
AM1/2023_05_10/AM1_20230510_093000.WAV,Edu,AM1,2023/05/10,09:30:00,00:01:00,38.831132,40.149339,0.0,2555.11499,abiotic noise
AM1/2023_05_10/AM1_20230510_093000.WAV,Edu,AM1,2023/05/10,09:30:00,00:01:00,48.144744,51.445714,0.0,3118.117188,abiotic noise
AM1/2023_05_10/AM1_20230510_100000.WAV,Edu,AM1,2023/05/10,10:00:00,00:01:00,1.17174,15.499713,0.0,6979.027344,abiotic noise
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,0.224009,0.473866,3126.63623,3784.015869,unknown
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,57.846065,59.840609,3001.184301,4891.842773,unknown
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,55.26996,55.666284,3270.681641,5323.915527,unknown
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,51.983056,52.146755,3183.00415,4012.051025,unknown
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,50.996554,51.647042,2904.491455,4975.704102,unknown
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,49.717117,50.453762,0.0,2721.505615,abiotic noise
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,47.6278,49.350948,2931.418945,4809.222656,unknown
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,42.410971,46.176048,0.0,2476.093994,abiotic noise
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,1.352671,12.811603,0.0,7913.246094,abiotic noise
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,34.656806,38.727743,0.0,2476.093994,abiotic noise
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,26.101379,31.701608,3125.630859,3839.918945,unknown
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,37.870477,39.477312,3066.979474,4809.222656,unknown
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,22.194141,23.279724,2958.547607,4891.842773,curund/curmel
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,21.552269,22.172602,2772.817871,4647.621582,unknown
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,19.786043,20.018667,3125.630859,3609.445312,unknown
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,18.144744,18.329983,3013.415039,4264.057617,unknown
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,16.912694,17.860425,2985.879395,3806.253906,unknown
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,16.292361,16.550833,3055.927979,3742.393799,unknown
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,14.577829,15.137852,3126.63623,4805.123535,curund/curmel
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,12.811603,13.836875,0.0,2689.746094,abiotic noise
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,12.811603,13.474286,2884.819092,4908.76123,galerida theklae
AM1/2023_05_10/AM1_20230510_103000.WAV,Edu,AM1,2023/05/10,10:30:00,00:01:00,24.473004,24.653935,3097.263184,4891.842773,unknown
AM1/2023_05_11/AM1_20230511_060000.WAV,Edu,AM1,2023/05/11,06:00:00,00:01:00,42.45,42.857143,3228.475342,4441.376953,galerida theklae
AM1/2023_05_11/AM1_20230511_060000.WAV,Edu,AM1,2023/05/11,06:00:00,00:01:00,39.051429,40.932857,2811.72434,5947.497087,galerida theklae
AM1/2023_05_11/AM1_20230511_060000.WAV,Edu,AM1,2023/05/11,06:00:00,00:01:00,34.341429,35.451429,2746.478516,5980.001465,galerida theklae
AM1/2023_05_11/AM1_20230511_060000.WAV,Edu,AM1,2023/05/11,06:00:00,00:01:00,44.455714,47.151429,2874.100098,5648.46582,galerida theklae
AM1/2023_05_11/AM1_20230511_060000.WAV,Edu,AM1,2023/05/11,06:00:00,00:01:00,29.447143,30.87,3033.500977,5834.484601,galerida theklae
AM1/2023_05_11/AM1_20230511_060000.WAV,Edu,AM1,2023/05/11,06:00:00,00:01:00,25.881429,26.271429,3228.475342,4478.902344,galerida theklae
AM1/2023_05_11/AM1_20230511_060000.WAV,Edu,AM1,2023/05/11,06:00:00,00:01:00,27.99,28.607143,3228.475342,4789.132324,galerida theklae
AM1/2023_05_11/AM1_20230511_060000.WAV,Edu,AM1,2023/05/11,06:00:00,00:01:00,33.141429,33.518571,3115.8479,4330.423828,galerida theklae
AM1/2023_05_11/AM1_20230511_060000.WAV,Edu,AM1,2023/05/11,06:00:00,00:01:00,49.607143,50.674286,3136.54125,5883.54834,galerida theklae
AM1/2023_05_11/AM1_20230511_060000.WAV,Edu,AM1,2023/05/11,06:00:00,00:01:00,20.202857,23.691429,2647.668701,5694.799805,galerida theklae
AM1/2023_05_11/AM1_20230511_060000.WAV,Edu,AM1,2023/05/11,06:00:00,00:01:00,54.698571,57.672857,2972.971515,5980.001465,galerida theklae
AM1/2023_05_11/AM1_20230511_060000.WAV,Edu,AM1,2023/05/11,06:00:00,00:01:00,59.288571,60.0,2858.432247,5883.54834,galerida theklae
AM1/2023_05_11/AM1_20230511_060000.WAV,Edu,AM1,2023/05/11,06:00:00,00:01:00,14.297143,16.641429,2620.928889,6406.093073,galerida theklae
AM1/2023_05_11/AM1_20230511_060000.WAV,Edu,AM1,2023/05/11,06:00:00,00:01:00,17.018571,17.652857,3060.750732,5333.385254,unknown
AM1/2023_05_11/AM1_20230511_060000.WAV,Edu,AM1,2023/05/11,06:00:00,00:01:00,0.0,0.857143,2867.63037,5912.872733,galerida theklae
AM1/2023_05_11/AM1_20230511_060000.WAV,Edu,AM1,2023/05/11,06:00:00,00:01:00,1.697143,2.614286,3088.199219,5511.464355,curund/curmel
AM1/2023_05_11/AM1_20230511_060000.WAV,Edu,AM1,2023/05/11,06:00:00,00:01:00,4.517143,5.438571,3171.752441,5117.946777,curund/curmel
AM1/2023_05_11/AM1_20230511_060000.WAV,Edu,AM1,2023/05/11,06:00:00,00:01:00,5.82,9.561429,2807.559185,6223.142458,galerida theklae
AM1/2023_05_11/AM1_20230511_060000.WAV,Edu,AM1,2023/05/11,06:00:00,00:01:00,51.638571,53.065714,2973.269004,5511.464355,galerida theklae
AM1/2023_05_11/AM1_20230511_060000.WAV,Edu,AM1,2023/05/11,06:00:00,00:01:00,10.757143,13.414286,2674.333114,5387.466218,curund/curmel
AM1/2023_05_11/AM1_20230511_063000.WAV,Edu,AM1,2023/05/11,06:30:00,00:01:00,20.858702,22.194141,3184.160889,3438.44458,unknown
AM1/2023_05_11/AM1_20230511_063000.WAV,Edu,AM1,2023/05/11,06:30:00,00:01:00,23.555428,26.271429,0.0,15882.749023,abiotic noise
AM1/2023_05_11/AM1_20230511_063000.WAV,Edu,AM1,2023/05/11,06:30:00,00:01:00,19.833429,21.022401,0.0,15766.318359,abiotic noise
AM1/2023_05_11/AM1_20230511_063000.WAV,Edu,AM1,2023/05/11,06:30:00,00:01:00,12.087881,19.686962,3102.920166,3835.415527,unknown
AM1/2023_05_11/AM1_20230511_070000.WAV,Edu,AM1,2023/05/11,07:00:00,00:01:00,38.904365,39.287766,3401.575439,4469.655273,galerida theklae
AM1/2023_05_11/AM1_20230511_070000.WAV,Edu,AM1,2023/05/11,07:00:00,00:01:00,23.124641,23.22803,3338.778076,4550.035156,unknown
AM1/2023_05_11/AM1_20230511_070000.WAV,Edu,AM1,2023/05/11,07:00:00,00:01:00,19.299253,22.323377,2388.916413,6028.975296,curruca undata
AM1/2023_05_11/AM1_20230511_070000.WAV,Edu,AM1,2023/05/11,07:00:00,00:01:00,0.0,1.632682,2362.226783,5815.869629,curruca undata
AM1/2023_05_11/AM1_20230511_070000.WAV,Edu,AM1,2023/05/11,07:00:00,00:01:00,25.812751,26.023837,2953.384033,4756.498535,curruca undata
AM1/2023_05_11/AM1_20230511_070000.WAV,Edu,AM1,2023/05/11,07:00:00,00:01:00,30.749569,32.597645,2554.167725,5416.910569,curruca undata
AM1/2023_05_11/AM1_20230511_070000.WAV,Edu,AM1,2023/05/11,07:00:00,00:01:00,41.971568,44.969845,2981.677002,5569.322266,unknown
AM1/2023_05_11/AM1_20230511_070000.WAV,Edu,AM1,2023/05/11,07:00:00,00:01:00,39.757323,41.519242,2110.496582,5521.143555,curruca undata
AM1/2023_05_11/AM1_20230511_070000.WAV,Edu,AM1,2023/05/11,07:00:00,00:01:00,57.7556,59.6166,2499.851074,5925.860699,curruca undata
AM1/2023_05_11/AM1_20230511_070000.WAV,Edu,AM1,2023/05/11,07:00:00,00:01:00,12.867605,15.064618,2175.881159,5701.248398,curruca undata
AM1/2023_05_11/AM1_20230511_070000.WAV,Edu,AM1,2023/05/11,07:00:00,00:01:00,50.634693,53.322803,2198.574707,5425.894531,curruca undata
AM1/2023_05_11/AM1_20230511_070000.WAV,Edu,AM1,2023/05/11,07:00:00,00:01:00,45.732338,47.726881,2529.159668,5815.869629,curruca undata
AM1/2023_05_11/AM1_20230511_070000.WAV,Edu,AM1,2023/05/11,07:00:00,00:01:00,5.871626,8.951752,2554.167725,5569.322266,curruca undata
AM1/2023_05_11/AM1_20230511_073000.WAV,Edu,AM1,2023/05/11,07:30:00,00:01:00,35.955182,38.22803,3087.096105,4491.725601,galerida theklae
AM1/2023_05_11/AM1_20230511_073000.WAV,Edu,AM1,2023/05/11,07:30:00,00:01:00,57.345586,58.741736,3145.15918,5031.466309,unknown
AM1/2023_05_11/AM1_20230511_073000.WAV,Edu,AM1,2023/05/11,07:30:00,00:01:00,52.769315,56.45791,2657.687744,5387.400879,galerida theklae
AM1/2023_05_11/AM1_20230511_073000.WAV,Edu,AM1,2023/05/11,07:30:00,00:01:00,1.663315,3.774777,2920.32959,4988.462402,galerida theklae
AM1/2023_05_11/AM1_20230511_073000.WAV,Edu,AM1,2023/05/11,07:30:00,00:01:00,3.774777,4.783108,1436.945801,9306.988281,cyanopica cooki
AM1/2023_05_11/AM1_20230511_073000.WAV,Edu,AM1,2023/05/11,07:30:00,00:01:00,38.351045,41.453602,2866.207031,5433.419434,galerida theklae
AM1/2023_05_11/AM1_20230511_073000.WAV,Edu,AM1,2023/05/11,07:30:00,00:01:00,7.006607,8.032174,1621.517944,9458.862305,cyanopica cooki
AM1/2023_05_11/AM1_20230511_073000.WAV,Edu,AM1,2023/05/11,07:30:00,00:01:00,4.731399,6.954897,2975.273438,5913.182617,galerida theklae
AM1/2023_05_11/AM1_20230511_073000.WAV,Edu,AM1,2023/05/11,07:30:00,00:01:00,34.102267,35.058888,1621.517944,11021.676758,cyanopica cooki
AM1/2023_05_11/AM1_20230511_073000.WAV,Edu,AM1,2023/05/11,07:30:00,00:01:00,33.141429,34.067794,2893.166748,5433.419434,galerida theklae
AM1/2023_05_11/AM1_20230511_073000.WAV,Edu,AM1,2023/05/11,07:30:00,00:01:00,18.253374,19.072104,1879.662842,9848.698242,cyanopica cooki
AM1/2023_05_11/AM1_20230511_073000.WAV,Edu,AM1,2023/05/11,07:30:00,00:01:00,45.732338,48.244753,1879.662842,4903.421875,galerida theklae
AM1/2023_05_11/AM1_20230511_073000.WAV,Edu,AM1,2023/05/11,07:30:00,00:01:00,14.603561,15.607583,1938.610596,9083.427734,cyanopica cooki
AM1/2023_05_11/AM1_20230511_073000.WAV,Edu,AM1,2023/05/11,07:30:00,00:01:00,10.419419,14.642343,2321.686279,6064.299805,galerida theklae
AM1/2023_05_11/AM1_20230511_073000.WAV,Edu,AM1,2023/05/11,07:30:00,00:01:00,20.29589,26.475149,2102.473633,6064.299805,galerida theklae
AM1/2023_05_11/AM1_20230511_080000.WAV,Edu,AM1,2023/05/11,08:00:00,00:01:00,12.423894,13.733487,2291.793701,7694.648926,curruca undata
AM1/2023_05_11/AM1_20230511_080000.WAV,Edu,AM1,2023/05/11,08:00:00,00:01:00,10.119184,10.493969,3346.450684,4772.893066,galerida theklae
AM1/2023_05_11/AM1_20230511_080000.WAV,Edu,AM1,2023/05/11,08:00:00,00:01:00,9.007754,10.080414,2097.620361,5403.432129,curruca undata
AM1/2023_05_11/AM1_20230511_080000.WAV,Edu,AM1,2023/05/11,08:00:00,00:01:00,8.391729,9.007754,3555.311768,5827.049805,actitis hypoleucos
AM1/2023_05_11/AM1_20230511_080000.WAV,Edu,AM1,2023/05/11,08:00:00,00:01:00,6.840896,7.35784,3020.881104,3449.567627,unknown
AM1/2023_05_11/AM1_20230511_080000.WAV,Edu,AM1,2023/05/11,08:00:00,00:01:00,4.247559,6.332567,2806.45442,6518.237793,unknown
AM1/2023_05_11/AM1_20230511_080000.WAV,Edu,AM1,2023/05/11,08:00:00,00:01:00,0.0,3.846927,2162.823761,7713.097839,galerida theklae
AM1/2023_05_11/AM1_20230511_080000.WAV,Edu,AM1,2023/05/11,08:00:00,00:01:00,11.114302,11.536473,2472.71875,4959.635742,curruca undata
AM1/2023_05_11/AM1_20230511_080000.WAV,Edu,AM1,2023/05/11,08:00:00,00:01:00,15.336014,16.072659,2958.97998,5882.027832,curruca undata
AM1/2023_05_11/AM1_20230511_080000.WAV,Edu,AM1,2023/05/11,08:00:00,00:01:00,43.763642,44.883688,1665.547607,5664.853516,unknown
AM1/2023_05_11/AM1_20230511_080000.WAV,Edu,AM1,2023/05/11,08:00:00,00:01:00,41.816485,41.932797,1829.732178,4548.10791,unknown
AM1/2023_05_11/AM1_20230511_080000.WAV,Edu,AM1,2023/05/11,08:00:00,00:01:00,40.722286,41.372774,3663.751465,5772.529785,unknown
AM1/2023_05_11/AM1_20230511_080000.WAV,Edu,AM1,2023/05/11,08:00:00,00:01:00,21.190408,21.470419,3147.841309,5007.307617,unknown
AM1/2023_05_11/AM1_20230511_080000.WAV,Edu,AM1,2023/05/11,08:00:00,00:01:00,21.767662,22.491384,2898.109131,4417.691895,galerida theklae
AM1/2023_05_11/AM1_20230511_080000.WAV,Edu,AM1,2023/05/11,08:00:00,00:01:00,22.633544,22.827398,3115.700439,6640.351562,carduelis carduelis
AM1/2023_05_11/AM1_20230511_080000.WAV,Edu,AM1,2023/05/11,08:00:00,00:01:00,22.922171,23.124641,3115.700439,7658.583229,unknown
AM1/2023_05_11/AM1_20230511_080000.WAV,Edu,AM1,2023/05/11,08:00:00,00:01:00,23.124641,24.098219,3020.881104,5993.381348,curruca undata
AM1/2023_05_11/AM1_20230511_080000.WAV,Edu,AM1,2023/05/11,08:00:00,00:01:00,23.977599,24.701321,2635.608836,4278.600229,galerida theklae
AM1/2023_05_11/AM1_20230511_080000.WAV,Edu,AM1,2023/05/11,08:00:00,00:01:00,37.586157,40.136416,2384.430191,6338.865234,curruca undata
AM1/2023_05_11/AM1_20230511_080000.WAV,Edu,AM1,2023/05/11,08:00:00,00:01:00,42.006031,43.324239,2419.937012,6640.351562,curruca undata
