file,start,end,specie
AM1_20230512_103000.WAV,32.218553,32.321941,Unk
AM1_20230512_103000.WAV,36.237794,36.65135,abiotic noise
AM1_20230512_103000.WAV,36.599655,36.875359,Unk
AM1_20230512_103000.WAV,39.106835,39.175761,abiotic noise
AM1_20230512_103000.WAV,39.951177,40.91614,Curruca undata
AM1_20230512_103000.WAV,41.876795,41.950029,abiotic noise
AM1_20230512_103000.WAV,45.753877,46.3139,Curruca undata
AM1_20230512_103000.WAV,47.838886,51.810741,Curruca undata
AM1_20230512_103000.WAV,52.797243,53.184951,Galerida theklae
AM1_20230512_103000.WAV,55.911832,56.958644,Unk
AM1_20230512_103000.WAV,58.466399,59.017806,Galerida theklae
AM1_20230512_110000.WAV,0.0,60.0,abiotic noise
AM1_20230512_110000.WAV,8.650201,8.900057,Curruca undata
AM1_20230512_110000.WAV,14.715681,16.499138,Unk
AM1_20230512_110000.WAV,52.935095,53.150488,Curruca undata
