	start	end	specie	file
54	39.21884	40.235497	Galerida theklae	AM1_20230515_080000.WAV
55	47.550258	47.869041	Galerida theklae	AM1_20230515_080000.WAV
56	5.634693	6.177484	CURMEL/CURUND	AM1_20230515_083000.WAV
57	6.237794	6.59104	Unk	AM1_20230515_083000.WAV
58	6.30672	6.789202	abiotic noise	AM1_20230515_083000.WAV
59	10.588742	14.53475	abiotic noise	AM1_20230515_083000.WAV
60	11.794945	13.337163	CURMEL/CURUND	AM1_20230515_083000.WAV
61	16.680069	18.187823	Curruca undata	AM1_20230515_083000.WAV
62	22.521539	26.398621	abiotic noise	AM1_20230515_083000.WAV
63	23.133257	24.382539	Unk	AM1_20230515_083000.WAV
64	28.94888	30.137852	Curruca undata	AM1_20230515_083000.WAV
65	30.094773	32.240092	abiotic noise	AM1_20230515_083000.WAV
66	35.858702	49.738656	abiotic noise	AM1_20230515_083000.WAV
67	40.132108	41.364159	Unk	AM1_20230515_083000.WAV
68	49.445721	50.178059	CURMEL/CURUND	AM1_20230515_083000.WAV
69	52.814474	54.485928	abiotic noise	AM1_20230515_083000.WAV
70	53.305572	53.460655	Unk	AM1_20230515_083000.WAV
71	55.692131	56.803561	CURMEL/CURUND	AM1_20230515_083000.WAV
72	0.0	1.464675	Curruca melanocephala	AM1_20230515_090000.WAV
73	2.283171	2.731189	Curruca melanocephala	AM1_20230515_090000.WAV
74	4.213096	17.240092	abiotic noise	AM1_20230515_090000.WAV
75	7.478461	8.486502	Unk	AM1_20230515_090000.WAV
76	10.261344	13.182079	Unk	AM1_20230515_090000.WAV
77	14.310741	18.437679	Unk	AM1_20230515_090000.WAV
78	18.911545	19.945434	Curruca melanocephala	AM1_20230515_090000.WAV
79	20.186674	20.514072	abiotic noise	AM1_20230515_090000.WAV
80	22.969558	25.838599	Unk	AM1_20230515_090000.WAV
81	28.225158	29.801838	Unk	AM1_20230515_090000.WAV
82	36.694428	37.58185	Unk	AM1_20230515_090000.WAV
83	39.046525	40.45089	CURMEL/CURUND	AM1_20230515_090000.WAV
84	46.464675	47.903504	Curruca undata	AM1_20230515_090000.WAV
85	52.133831	53.219414	abiotic noise	AM1_20230515_090000.WAV
86	53.69328	54.365307	Curruca undata	AM1_20230515_090000.WAV
87	55.002872	56.708788	abiotic noise	AM1_20230515_090000.WAV
88	55.649052	55.907524	Galerida theklae	AM1_20230515_090000.WAV
89	58.001149	58.767949	CURMEL/CURUND	AM1_20230515_090000.WAV
90	0.413555	1.63699	Curruca undata	AM1_20230515_093000.WAV
91	4.566341	5.996554	Curruca undata	AM1_20230515_093000.WAV
92	11.053992	12.346353	Curruca undata	AM1_20230515_093000.WAV
93	14.086732	16.214819	Curruca undata	AM1_20230515_093000.WAV
94	18.437679	20.445146	Curruca undata	AM1_20230515_093000.WAV
95	23.047099	25.002872	Curruca undata	AM1_20230515_093000.WAV
96	26.588168	27.665135	Unk	AM1_20230515_093000.WAV
97	27.820218	29.198736	Curruca undata	AM1_20230515_093000.WAV
98	32.205629	34.006318	Curruca undata	AM1_20230515_093000.WAV
99	38.22803	39.709937	Curruca undata	AM1_20230515_093000.WAV
100	42.380816	43.630098	Curruca undata	AM1_20230515_093000.WAV
101	46.025273	47.403791	Curruca undata	AM1_20230515_093000.WAV
102	50.479609	52.021827	Curruca undata	AM1_20230515_093000.WAV
103	55.649052	56.872487	Curruca undata	AM1_20230515_093000.WAV
104	59.543366	60.0	Curruca undata	AM1_20230515_093000.WAV
105	1.029581	2.912119	Galerida theklae	AM1_20230515_100000.WAV
106	2.993969	3.726307	Parus major	AM1_20230515_100000.WAV
107	4.299253	16.757611	abiotic noise	AM1_20230515_100000.WAV
108	13.289776	13.449167	Galerida theklae	AM1_20230515_100000.WAV
109	19.230327	19.923894	Parus major	AM1_20230515_100000.WAV
110	20.066054	20.445146	Unk	AM1_20230515_100000.WAV
111	3.911545	4.816198	Unk	AM1_20230515_110000.WAV
112	4.385411	16.860999	abiotic noise	AM1_20230515_110000.WAV
113	8.727743	10.201034	Unk	AM1_20230515_110000.WAV
114	14.310741	14.53475	Unk	AM1_20230515_110000.WAV
115	23.900057	25.166571	Unk	AM1_20230515_110000.WAV
116	30.99081	31.137277	Unk	AM1_20230515_110000.WAV
117	36.091327	37.288914	Unk	AM1_20230515_110000.WAV
118	42.673751	43.940264	Unk	AM1_20230515_110000.WAV
119	49.350948	50.358989	Unk	AM1_20230515_110000.WAV
120	55.950603	57.673751	Galerida theklae	AM1_20230515_110000.WAV
