	start	end	specie	file
96	1.348363	1.641298	Unk	AM4_20230601_061000.WAV
97	1.57668	3.368754	Luscinia megarhynchos	AM4_20230601_061000.WAV
98	2.412407	2.515796	Unk	AM4_20230601_061000.WAV
99	3.097358	3.691844	Unk	AM4_20230601_061000.WAV
100	4.230327	5.160827	Unk	AM4_20230601_061000.WAV
101	4.630959	4.738656	Unk	AM4_20230601_061000.WAV
102	5.160827	6.513498	Luscinia megarhynchos	AM4_20230601_061000.WAV
103	5.656232	5.746697	Unk	AM4_20230601_061000.WAV
104	6.535037	6.668581	Unk	AM4_20230601_061000.WAV
105	6.810741	6.875359	Unk	AM4_20230601_061000.WAV
106	6.810741	7.452613	Unk	AM4_20230601_061000.WAV
107	7.435382	7.517231	Unk	AM4_20230601_061000.WAV
108	7.517231	7.603389	Cisticola juncidis	AM4_20230601_061000.WAV
109	8.141872	9.60224	Luscinia megarhynchos	AM4_20230601_061000.WAV
110	8.296956	12.604825	Cisticola juncidis	AM4_20230601_061000.WAV
111	9.99641	11.665709	Curruca melanocephala	AM4_20230601_061000.WAV
112	11.411545	12.968571	Luscinia megarhynchos	AM4_20230601_061000.WAV
113	13.070075	13.233774	Coturnix coturnix	AM4_20230601_061000.WAV
114	13.362857	16.158817	Cisticola juncidis	AM4_20230601_061000.WAV
115	13.86703	14.241815	Coturnix coturnix	AM4_20230601_061000.WAV
116	14.870764	15.236933	Coturnix coturnix	AM4_20230601_061000.WAV
117	15.66772	17.046238	Unk	AM4_20230601_061000.WAV
118	15.87019	16.232051	Coturnix coturnix	AM4_20230601_061000.WAV
119	16.860999	17.231476	Coturnix coturnix	AM4_20230601_061000.WAV
120	17.046238	21.827972	Unk	AM4_20230601_061000.WAV
121	17.925043	18.312751	Coturnix coturnix	AM4_20230601_061000.WAV
122	19.667576	20.774698	Luscinia megarhynchos	AM4_20230601_061000.WAV
123	19.958357	20.774698	Curruca melanocephala	AM4_20230601_061000.WAV
124	22.090752	31.064044	Carduelis carduelis	AM4_20230601_061000.WAV
125	29.461516	30.043079	Cisticola juncidis	AM4_20230601_061000.WAV
126	31.068352	31.150201	Cisticola juncidis	AM4_20230601_061000.WAV
127	32.558874	33.864159	Unk	AM4_20230601_061000.WAV
128	35.570075	36.474727	Unk	AM4_20230601_061000.WAV
129	36.474727	42.273119	Carduelis carduelis	AM4_20230601_061000.WAV
130	42.238656	43.212234	Unk	AM4_20230601_061000.WAV
131	42.324813	43.996267	Emberiza calandra	AM4_20230601_061000.WAV
132	44.375359	44.750144	Emberiza calandra	AM4_20230601_061000.WAV
133	44.504595	47.326249	Carduelis carduelis	AM4_20230601_061000.WAV
134	46.025273	47.265939	Emberiza calandra	AM4_20230601_061000.WAV
135	47.873349	60.0	Unk	AM4_20230601_061000.WAV
136	48.670304	48.743538	Emberiza calandra	AM4_20230601_061000.WAV
137	49.445721	49.4888	Emberiza calandra	AM4_20230601_061000.WAV
138	50.888571	51.815049	Emberiza calandra	AM4_20230601_061000.WAV
139	52.952326	54.162837	Pica pica	AM4_20230601_061000.WAV
140	53.08587	53.133257	Emberiza calandra	AM4_20230601_061000.WAV
141	54.050833	55.705055	Emberiza calandra	AM4_20230601_061000.WAV
142	56.687249	57.889144	Emberiza calandra	AM4_20230601_061000.WAV
143	58.910109	59.672602	Emberiza calandra	AM4_20230601_061000.WAV
144	0.0	1.292361	Unk	AM4_20230601_062000.WAV
145	1.292361	1.748995	Luscinia megerhynchos	AM4_20230601_062000.WAV
146	1.748995	2.619184	Unk	AM4_20230601_062000.WAV
147	2.619184	3.411832	Luscinia megerhynchos	AM4_20230601_062000.WAV
148	3.411832	10.761057	Unk	AM4_20230601_062000.WAV
149	8.684664	8.8139	Luscinia megerhynchos	AM4_20230601_062000.WAV
150	10.761057	11.510626	Luscinia megerhynchos	AM4_20230601_062000.WAV
151	11.510626	12.165422	Unk	AM4_20230601_062000.WAV
152	12.165422	15.004308	Linaria cannabina	AM4_20230601_062000.WAV
153	15.004308	15.603102	Fringillidae	AM4_20230601_062000.WAV
154	15.697875	17.003159	Curruca melanocephala	AM4_20230601_062000.WAV
155	17.046238	19.540494	Linaria cannabina	AM4_20230601_062000.WAV
156	19.605112	20.113441	Galerida theklae	AM4_20230601_062000.WAV
157	20.238369	20.824239	Galerida theklae	AM4_20230601_062000.WAV
158	21.164561	21.85382	Luscinia megerhynchos	AM4_20230601_062000.WAV
159	21.85382	23.137565	Unk	AM4_20230601_062000.WAV
160	23.137565	23.486502	Galerida theklae	AM4_20230601_062000.WAV
161	23.529581	23.762206	Curruca melanocephala	AM4_20230601_062000.WAV
162	23.762206	24.563469	Unk	AM4_20230601_062000.WAV
163	24.563469	25.91614	Galerida theklae	AM4_20230601_062000.WAV
164	25.91614	26.924182	Unk	AM4_20230601_062000.WAV
165	27.484204	28.067921	Curruca melanocephala	AM4_20230601_062000.WAV
166	27.880528	28.332855	Galerida theklae	AM4_20230601_062000.WAV
167	28.276852	28.380241	Unk	AM4_20230601_062000.WAV
168	28.595635	29.396898	Luscinia megerhynchos	AM4_20230601_062000.WAV
169	29.461516	30.534176	Fringillidae	AM4_20230601_062000.WAV
170	31.77915	33.967547	Curruca melanocephala	AM4_20230601_062000.WAV
171	33.597071	35.038053	Falco tinnunculus	AM4_20230601_062000.WAV
172	34.678346	35.341758	Unk	AM4_20230601_062000.WAV
173	35.341758	40.002872	Carduelis carduelis	AM4_20230601_062000.WAV
174	39.326536	41.497702	Falco tinnunculus	AM4_20230601_062000.WAV
175	41.588168	43.996267	Linaria cannabina	AM4_20230601_062000.WAV
176	41.588168	43.996267	Carduelis carduelis	AM4_20230601_062000.WAV
177	45.577254	46.071429	Carduelis carduelis	AM4_20230601_062000.WAV
178	47.013929	47.593337	Unk	AM4_20230601_062000.WAV
179	47.800115	48.420448	Luscinia megerhynchos	AM4_20230601_062000.WAV
180	49.135554	51.12579	Unk	AM4_20230601_062000.WAV
181	51.12579	51.961516	Galerida theklae	AM4_20230601_062000.WAV
182	53.021252	55.153647	Fringillidae	AM4_20230601_062000.WAV
183	55.153647	55.442275	Saxicola rubicola	AM4_20230601_062000.WAV
184	55.726594	55.782596	Saxicola rubicola	AM4_20230601_062000.WAV
185	56.687249	57.087881	Galerida theklae	AM4_20230601_062000.WAV
186	57.139575	57.587593	Linaria cannabina	AM4_20230601_062000.WAV
187	57.587593	60.0	Unk	AM4_20230601_062000.WAV
188	0.073234	0.366169	Unk	AM4_20230601_063000.WAV
189	0.693567	1.115738	Fringillidae	AM4_20230601_063000.WAV
190	1.680069	2.619184	Luscinia megarhynchos	AM4_20230601_063000.WAV
191	4.230327	6.535037	Carduelis carduelis	AM4_20230601_063000.WAV
192	6.36703	7.452613	Unk	AM4_20230601_063000.WAV
193	6.535037	6.875359	Unk	AM4_20230601_063000.WAV
194	7.685238	8.021252	Carduelis carduelis	AM4_20230601_063000.WAV
195	8.021252	10.85583	Unk	AM4_20230601_063000.WAV
196	11.626939	12.428202	Luscinia megarhynchos	AM4_20230601_063000.WAV
197	13.048535	16.63699	Saxicola rubicola	AM4_20230601_063000.WAV
198	13.070075	13.126077	Saxicola rubicola	AM4_20230601_063000.WAV
199	13.569787	14.93969	Carduelis carduelis	AM4_20230601_063000.WAV
200	16.279437	18.006893	Carduelis carduelis	AM4_20230601_063000.WAV
201	18.006893	18.743538	Unk	AM4_20230601_063000.WAV
202	18.205055	18.825388	Saxicola rubicola	AM4_20230601_063000.WAV
203	19.540494	19.99282	Luscinia megarhynchos	AM4_20230601_063000.WAV
204	20.13498	25.162263	Carduelis carduelis	AM4_20230601_063000.WAV
205	20.953475	21.599655	Saxicola rubicola	AM4_20230601_063000.WAV
206	23.417576	24.451465	Saxicola rubicola	AM4_20230601_063000.WAV
207	25.885985	28.720563	Saxicola rubicola	AM4_20230601_063000.WAV
208	26.433084	27.686674	Luscinia megarhynchos	AM4_20230601_063000.WAV
209	27.940839	31.477599	Carduelis carduelis	AM4_20230601_063000.WAV
210	29.086732	30.271396	Unk	AM4_20230601_063000.WAV
211	29.215968	29.551982	Saxicola rubicola	AM4_20230601_063000.WAV
212	29.763067	30.103389	Saxicola rubicola	AM4_20230601_063000.WAV
213	30.305859	30.637565	Saxicola rubicola	AM4_20230601_063000.WAV
214	30.90896	31.25359	Saxicola rubicola	AM4_20230601_063000.WAV
215	31.477599	31.753303	Luscinia megarhynchos	AM4_20230601_063000.WAV
216	31.753303	38.856979	Unk	AM4_20230601_063000.WAV
217	33.312751	34.105399	Saxicola rubicola	AM4_20230601_063000.WAV
218	39.404078	40.058874	Luscinia megarhynchos	AM4_20230601_063000.WAV
219	39.559161	41.842332	Saxicola rubicola	AM4_20230601_063000.WAV
220	42.906376	43.923033	Luscinia megarhynchos	AM4_20230601_063000.WAV
221	42.940839	45.874497	Saxicola rubicola	AM4_20230601_063000.WAV
222	46.667145	50.501149	Saxicola rubicola	AM4_20230601_063000.WAV
223	51.1861	51.815049	Luscinia megarhynchos	AM4_20230601_063000.WAV
224	52.185526	60.0	Unk	AM4_20230601_063000.WAV
225	54.981333	55.071798	Cisticola juncidis	AM4_20230601_063000.WAV
226	55.946295	56.049684	Cisticola juncidis	AM4_20230601_063000.WAV
227	56.84664	56.934951	Cisticola juncidis	AM4_20230601_063000.WAV
228	57.7556	57.854681	Cisticola juncidis	AM4_20230601_063000.WAV
229	58.647329	58.74641	Cisticola juncidis	AM4_20230601_063000.WAV
230	59.694141	59.780299	Cisticola juncidis	AM4_20230601_063000.WAV
231	0.0	0.715714	Chloris chloris	AM4_20230601_064000.WAV
232	1.847143	3.57	Luscinia megarhynchos	AM4_20230601_064000.WAV
233	3.57	4.71	Unk	AM4_20230601_064000.WAV
234	5.228571	6.158571	Unk	AM4_20230601_064000.WAV
235	6.282857	7.157143	TURMER/LUSMEG	AM4_20230601_064000.WAV
236	6.304286	8.225876	Curruca melanocephala	AM4_20230601_064000.WAV
237	8.16	9.055714	Unk	AM4_20230601_064000.WAV
238	9.038571	10.208571	Curruca melanocephala	AM4_20230601_064000.WAV
239	9.18	10.277143	Unk	AM4_20230601_064000.WAV
240	11.112857	45.398571	Cisticola juncidis	AM4_20230601_064000.WAV
241	11.361429	12.21	Unk	AM4_20230601_064000.WAV
242	12.158571	12.874286	Unk	AM4_20230601_064000.WAV
243	12.771429	14.07	Carduelis carduelis	AM4_20230601_064000.WAV
244	14.811429	15.977143	Unk	AM4_20230601_064000.WAV
245	16.521429	17.231476	Unk	AM4_20230601_064000.WAV
246	31.25359	31.727143	Curruca melanocephala	AM4_20230601_064000.WAV
247	32.794286	32.854286	Saxicola rubicola	AM4_20230601_064000.WAV
248	33.505714	33.565714	Saxicola rubicola	AM4_20230601_064000.WAV
249	33.75	34.037143	Saxicola rubicola	AM4_20230601_064000.WAV
250	37.778571	38.468571	Curruca melanocephala	AM4_20230601_064000.WAV
251	39.137143	39.608571	Saxicola rubicola	AM4_20230601_064000.WAV
252	42.454286	43.01838	Curruca melanocephala	AM4_20230601_064000.WAV
253	55.594286	59.871429	Unk	AM4_20230601_064000.WAV
254	0.0	1.064044	Unk	AM4_20230601_065000.WAV
255	0.099081	1.064044	Unk	AM4_20230601_065000.WAV
256	0.495405	0.594486	Saxicola rubicola	AM4_20230601_065000.WAV
257	0.766801	1.641298	Curruca melanocephala	AM4_20230601_065000.WAV
258	1.085583	1.292361	Luscinia megarhynchos	AM4_20230601_065000.WAV
259	1.882539	2.791499	Saxicola rubicola	AM4_20230601_065000.WAV
260	2.106548	3.454911	Alaudidae	AM4_20230601_065000.WAV
261	4.187249	5.061746	Luscinia megarhynchos	AM4_20230601_065000.WAV
262	5.061746	5.919012	Curruca melanocephala	AM4_20230601_065000.WAV
263	6.048248	6.282857	Fringillidae	AM4_20230601_065000.WAV
264	7.021827	8.684664	Alaudidae	AM4_20230601_065000.WAV
265	9.046525	10.208571	Luscinia megarhynchos	AM4_20230601_065000.WAV
266	10.743825	11.010913	Unk	AM4_20230601_065000.WAV
267	10.834291	10.918294	Cisticola juncidis	AM4_20230601_065000.WAV
268	11.019529	11.50201	Curruca melanocephala	AM4_20230601_065000.WAV
269	11.549397	11.626939	Saxicola rubicola	AM4_20230601_065000.WAV
270	12.996841	13.233774	Saxicola rubicola	AM4_20230601_065000.WAV
271	13.88857	14.67691	Unk	AM4_20230601_065000.WAV
272	14.039345	14.108271	Cisticola juncidis	AM4_20230601_065000.WAV
273	14.811429	14.926766	Cisticola juncidis	AM4_20230601_065000.WAV
274	14.811429	14.913843	Cisticola juncidis	AM4_20230601_065000.WAV
275	15.572947	16.158817	Luscinia megarhynchos	AM4_20230601_065000.WAV
276	15.87019	15.977143	Cisticola juncidis	AM4_20230601_065000.WAV
277	16.57668	16.787766	Unk	AM4_20230601_065000.WAV
278	16.886847	17.584721	Luscinia megarhynchos	AM4_20230601_065000.WAV
279	17.662263	19.355256	Unk	AM4_20230601_065000.WAV
280	17.708571	17.800115	Cisticola juncidis	AM4_20230601_065000.WAV
281	17.881964	18.205055	Curruca melanocephala	AM4_20230601_065000.WAV
282	19.902355	20.292217	Unk	AM4_20230601_065000.WAV
283	20.07467	20.199598	Cisticola juncidis	AM4_20230601_065000.WAV
284	20.774698	21.087019	Unk	AM4_20230601_065000.WAV
285	21.220563	32.313326	Cisticola juncidis	AM4_20230601_065000.WAV
286	23.137565	25.799828	Unk	AM4_20230601_065000.WAV
287	26.614015	26.950029	Curruca melanocephala	AM4_20230601_065000.WAV
288	28.690408	30.684951	Luscinia megarhynchos	AM4_20230601_065000.WAV
289	32.619184	33.420448	Unk	AM4_20230601_065000.WAV
290	34.135554	35.160827	Curruca melanocephala	AM4_20230601_065000.WAV
291	34.28633	35.294371	Unk	AM4_20230601_065000.WAV
292	34.717117	34.79035	Unk	AM4_20230601_065000.WAV
293	35.570075	36.952901	Luscinia megarhynchos	AM4_20230601_065000.WAV
294	37.31907	38.434808	Unk	AM4_20230601_065000.WAV
295	39.007754	39.608571	Unk	AM4_20230601_065000.WAV
296	40.058874	40.65336	Luscinia megarhynchos	AM4_20230601_065000.WAV
297	40.196726	45.676335	Unk	AM4_20230601_065000.WAV
298	41.497702	44.586445	Unk	AM4_20230601_065000.WAV
299	44.586445	44.887995	Curruca melanocephala	AM4_20230601_065000.WAV
300	44.642447	44.814762	Unk	AM4_20230601_065000.WAV
301	44.926766	45.310167	Unk	AM4_20230601_065000.WAV
302	45.327398	47.942275	Emberiza calandra	AM4_20230601_065000.WAV
303	47.265939	59.327972	Unk	AM4_20230601_065000.WAV
304	47.795807	48.420448	Saxicola rubicola	AM4_20230601_065000.WAV
305	48.790925	50.371913	Luscinia megarhynchos	AM4_20230601_065000.WAV
306	50.406376	50.888571	Unk	AM4_20230601_065000.WAV
307	50.966399	51.672889	Unk	AM4_20230601_065000.WAV
308	51.672889	51.875359	Unk	AM4_20230601_065000.WAV
309	52.349225	52.693854	Luscinia megarhynchos	AM4_20230601_065000.WAV
310	53.163412	53.624354	Unk	AM4_20230601_065000.WAV
311	53.452039	53.529581	Saxicola rubicola	AM4_20230601_065000.WAV
312	53.887134	54.46008	Curruca melanocephala	AM4_20230601_065000.WAV
313	54.658242	55.425043	Unk	AM4_20230601_065000.WAV
314	55.972142	56.213383	Unk	AM4_20230601_065000.WAV
315	56.532165	56.975876	Unk	AM4_20230601_065000.WAV
316	57.087881	59.000574	Carduelis carduelis	AM4_20230601_065000.WAV
317	59.052269	59.724296	Unk	AM4_20230601_065000.WAV
318	0.017231	0.702183	Unk	AM4_20230601_070000.WAV
319	0.706491	0.792648	Luscinia megarhynchos	AM4_20230601_070000.WAV
320	1.038196	1.25359	Unk	AM4_20230601_070000.WAV
321	1.468983	1.546525	Luscinia megarhynchos	AM4_20230601_070000.WAV
322	1.990235	2.296094	Unk	AM4_20230601_070000.WAV
323	2.356404	2.791499	Luscinia megarhynchos	AM4_20230601_070000.WAV
324	2.95089	3.338599	Unk	AM4_20230601_070000.WAV
325	3.635841	3.786617	Carduelis carduelis	AM4_20230601_070000.WAV
326	4.187249	4.260482	Saxicola rubicola	AM4_20230601_070000.WAV
327	4.501723	4.574957	Saxicola rubicola	AM4_20230601_070000.WAV
328	4.93251	4.988512	Saxicola rubicola	AM4_20230601_070000.WAV
329	5.160827	5.656232	Unk	AM4_20230601_070000.WAV
330	5.824239	5.970706	Unk	AM4_20230601_070000.WAV
331	6.112866	6.190408	Luscinia megarhynchos	AM4_20230601_070000.WAV
332	6.220563	7.663699	Unk	AM4_20230601_070000.WAV
333	6.763354	6.961516	Luscinia megarhynchos	AM4_20230601_070000.WAV
334	7.157143	8.225876	Unk	AM4_20230601_070000.WAV
335	8.120333	8.464963	Luscinia megarhynchos	AM4_20230601_070000.WAV
336	8.568352	11.76479	Unk	AM4_20230601_070000.WAV
337	11.898334	12.380816	Luscinia megarhynchos	AM4_20230601_070000.WAV
338	12.484204	14.698449	Unk	AM4_20230601_070000.WAV
339	13.832567	14.913843	Unk	AM4_20230601_070000.WAV
340	15.370477	17.369328	Alaudidae	AM4_20230601_070000.WAV
341	17.091429	17.42533	Unk	AM4_20230601_070000.WAV
342	17.601953	18.006893	Luscinia megarhynchos	AM4_20230601_070000.WAV
343	18.441987	18.76077	Unk	AM4_20230601_070000.WAV
344	19.079552	21.397186	Unk	AM4_20230601_070000.WAV
345	21.397186	24.055141	Galerida theklae	AM4_20230601_070000.WAV
346	22.573234	24.451465	Luscinia megarhynchos	AM4_20230601_070000.WAV
347	26.558013	27.83745	Unk	AM4_20230601_070000.WAV
348	27.268811	28.139001	Curruca melanocephala	AM4_20230601_070000.WAV
349	28.212234	28.513785	Luscinia megarhynchos	AM4_20230601_070000.WAV
350	28.513785	28.793797	Unk	AM4_20230601_070000.WAV
351	29.267662	29.745836	Unk	AM4_20230601_070000.WAV
352	30.241241	31.904078	CHloris chloris	AM4_20230601_070000.WAV
353	32.433946	32.752728	Luscinia megarhynchos	AM4_20230601_070000.WAV
354	32.752728	33.075818	Unk	AM4_20230601_070000.WAV
355	33.67892	34.557725	Unk	AM4_20230601_070000.WAV
356	34.915279	35.531304	Chloris chloris	AM4_20230601_070000.WAV
357	35.358989	36.36703	Unk	AM4_20230601_070000.WAV
358	36.203331	36.453188	Unk	AM4_20230601_070000.WAV
359	37.232912	38.912981	Luscinia megarhynchos	AM4_20230601_070000.WAV
360	38.219414	38.602814	Unk	AM4_20230601_070000.WAV
361	38.309879	38.546812	Unk	AM4_20230601_070000.WAV
362	39.089604	39.438541	Unk	AM4_20230601_070000.WAV
363	39.343768	39.559161	Unk	AM4_20230601_070000.WAV
364	39.649627	40.360425	Unk	AM4_20230601_070000.WAV
365	40.65336	40.821367	Unk	AM4_20230601_070000.WAV
366	41.730327	41.894026	Fringillidae	AM4_20230601_070000.WAV
367	43.134693	45.18093	Unk	AM4_20230601_070000.WAV
368	45.964963	46.951465	Luscinia megarhynchos	AM4_20230601_070000.WAV
369	46.985928	51.358415	Carduelis carduelis	AM4_20230601_070000.WAV
370	51.207639	51.358415	Unk	AM4_20230601_070000.WAV
371	51.358415	52.715393	Luscinia megarhynchos	AM4_20230601_070000.WAV
372	52.715393	52.818782	Unk	AM4_20230601_070000.WAV
373	53.210798	54.162837	Unk	AM4_20230601_070000.WAV
374	54.382539	55.425043	Unk	AM4_20230601_070000.WAV
375	55.425043	55.842906	Unk	AM4_20230601_070000.WAV
376	57.889144	59.198736	Luscinia megarhynchos	AM4_20230601_070000.WAV
377	0.0	1.499138	Unk	AM4_20230601_071000.WAV
378	0.073234	0.999426	Curruca melanocephala	AM4_20230601_071000.WAV
379	1.499138	2.95089	Unk	AM4_20230601_071000.WAV
380	2.95089	4.187249	Galerida theklae	AM4_20230601_071000.WAV
381	4.187249	5.440839	Unk	AM4_20230601_071000.WAV
382	4.966973	5.091901	Unk	AM4_20230601_071000.WAV
383	5.440839	6.220563	Luscinia megarhynchos	AM4_20230601_071000.WAV
384	6.220563	6.840896	Curruca melanocephala	AM4_20230601_071000.WAV
385	7.340609	9.417002	Unk	AM4_20230601_071000.WAV
386	9.417002	10.140724	Curruca melanocephala	AM4_20230601_071000.WAV
387	9.748708	10.343194	Unk	AM4_20230601_071000.WAV
388	10.623205	11.454624	Unk	AM4_20230601_071000.WAV
389	11.476163	12.040494	Luscinia megarhynchos	AM4_20230601_071000.WAV
390	12.062033	13.595635	Luscinia megarhynchos	AM4_20230601_071000.WAV
391	13.832567	15.129236	Unk	AM4_20230601_071000.WAV
392	15.129236	15.775416	Curruca undata	AM4_20230601_071000.WAV
393	17.115164	17.903504	Luscinia megarhynchos	AM4_20230601_071000.WAV
394	17.864733	18.110281	Chloris chloris	AM4_20230601_071000.WAV
395	18.545376	18.984779	CURMEL/CURUND	AM4_20230601_071000.WAV
396	18.984779	20.2556	Unk	AM4_20230601_071000.WAV
397	20.522688	20.850086	Unk	AM4_20230601_071000.WAV
398	20.953475	21.991671	Unk	AM4_20230601_071000.WAV
399	22.189833	22.728317	Unk	AM4_20230601_071000.WAV
400	22.810167	23.193567	Unk	AM4_20230601_071000.WAV
401	23.219414	24.317921	Unk	AM4_20230601_071000.WAV
402	24.132682	24.434233	Luscinia megarhynchos	AM4_20230601_071000.WAV
403	24.666858	25.183802	Unk	AM4_20230601_071000.WAV
404	24.895175	25.076106	Merops apiaster	AM4_20230601_071000.WAV
