	start	end	specie	file
44	44.427053	45.564331	galerida theklae	AM1_20230512_070000.WAV
45	48.894314	50.126364	Galerida theklae	AM1_20230512_070000.WAV
46	55.222573	56.480471	Galerida theklae	AM1_20230512_070000.WAV
47	2.701034	5.190982	Paridae	AM1_20230512_080000.WAV
48	10.463814	15.417863	Unk	AM1_20230512_080000.WAV
49	22.870477	23.159104	Galerida theklae	AM1_20230512_080000.WAV
50	23.482194	23.572659	Unk	AM1_20230512_080000.WAV
51	30.124928	30.275704	Unk	AM1_20230512_080000.WAV
52	37.271683	39.300689	Unk	AM1_20230512_080000.WAV
53	54.658242	55.399196	Cyanopica cooki	AM1_20230512_080000.WAV
54	4.411258	5.212522	abiotic noise	AM1_20230512_083000.WAV
55	8.594199	11.50201	abiotic noise	AM1_20230512_083000.WAV
56	15.305859	17.847501	abiotic noise	AM1_20230512_083000.WAV
57	22.31907	23.464963	Curruca undata	AM1_20230512_083000.WAV
58	29.81907	30.896037	abiotic noise	AM1_20230512_083000.WAV
59	30.896037	31.710224	abiotic noise	AM1_20230512_083000.WAV
60	34.630959	35.13498	Curruca undata	AM1_20230512_083000.WAV
61	35.725158	37.736933	abiotic noise	AM1_20230512_083000.WAV
62	38.732051	38.839747	Unk	AM1_20230512_083000.WAV
63	46.473291	47.856117	abiotic noise	AM1_20230512_083000.WAV
64	53.676048	56.480471	abiotic noise	AM1_20230512_083000.WAV
65	0.702183	1.753303	Curruca undata	AM1_20230512_090000.WAV
66	5.165135	7.064905	Unk	AM1_20230512_090000.WAV
67	11.161689	11.941413	Curruca undata	AM1_20230512_090000.WAV
68	15.852958	18.006893	Curruca undata	AM1_20230512_090000.WAV
69	20.738082	22.284607	Curruca conspicillata	AM1_20230512_090000.WAV
70	25.954911	27.410971	Curruca undata	AM1_20230512_090000.WAV
71	31.917002	33.166284	Curruca undata	AM1_20230512_090000.WAV
72	33.166284	39.516083	Carduelis carduelis	AM1_20230512_090000.WAV
73	39.989948	41.919874	Curruca undata	AM1_20230512_090000.WAV
74	43.82826	45.9305	Carduelis carduelis	AM1_20230512_090000.WAV
75	47.856117	49.385411	Curruca undata	AM1_20230512_090000.WAV
76	49.428489	50.561459	Curruca conspicillata	AM1_20230512_090000.WAV
77	56.480471	57.31189	Curruca undata	AM1_20230512_090000.WAV
78	2.291786	3.03274	Unk	AM1_20230512_093000.WAV
79	3.911545	4.484492	Unk	AM1_20230512_093000.WAV
80	9.072372	10.481045	abiotic noise	AM1_20230512_093000.WAV
81	10.476738	10.903217	Sylviidae	AM1_20230512_093000.WAV
82	10.498277	11.476163	abiotic noise	AM1_20230512_093000.WAV
83	13.212234	13.48363	Unk	AM1_20230512_093000.WAV
84	17.352096	18.058587	Curruca undata	AM1_20230512_093000.WAV
85	18.088742	18.278288	Unk	AM1_20230512_093000.WAV
86	22.521539	23.572659	Unk	AM1_20230512_093000.WAV
87	27.10942	30.392016	Regulus ignicapilla	AM1_20230512_093000.WAV
88	31.154509	31.65853	abiotic noise	AM1_20230512_093000.WAV
89	38.258185	46.25359	abiotic noise	AM1_20230512_093000.WAV
90	39.300689	43.617174	Unk	AM1_20230512_093000.WAV
91	47.438254	48.161976	Sylviidae	AM1_20230512_093000.WAV
92	50.712234	51.082711	Unk	AM1_20230512_093000.WAV
93	51.939977	52.870477	Unk	AM1_20230512_093000.WAV
94	55.761057	60.0	abiotic noise	AM1_20230512_093000.WAV
95	0.0	60.0	abiotic noise	AM1_20230512_100000.WAV
96	2.2444	3.713383	Unk	AM1_20230512_100000.WAV
97	6.099943	8.620046	abiotic noise	AM1_20230512_100000.WAV
98	8.654509	10.045951	Unk	AM1_20230512_100000.WAV
99	16.688685	17.645032	Unk	AM1_20230512_100000.WAV
100	20.699311	20.794084	Unk	AM1_20230512_100000.WAV
101	44.082424	45.504021	Unk	AM1_20230512_100000.WAV
102	57.548823	57.686674	Unk	AM1_20230512_100000.WAV
103	0.0	1.555141	abiotic noise	AM1_20230512_103000.WAV
104	0.0	60.0	abiotic noise	AM1_20230512_103000.WAV
105	2.601953	6.099943	Curruca undata	AM1_20230512_103000.WAV
106	8.637277	9.240379	Curruca undata	AM1_20230512_103000.WAV
107	11.424469	11.734635	abiotic noise	AM1_20230512_103000.WAV
108	13.070075	14.004882	Curruca undata	AM1_20230512_103000.WAV
109	14.715681	16.710224	abiotic noise	AM1_20230512_103000.WAV
110	16.744687	17.278863	Unk	AM1_20230512_103000.WAV
111	17.808731	17.899196	abiotic noise	AM1_20230512_103000.WAV
112	18.622918	20.117748	Curruca undata	AM1_20230512_103000.WAV
113	21.427341	22.853245	abiotic noise	AM1_20230512_103000.WAV
114	22.870477	24.80471	Curruca undata	AM1_20230512_103000.WAV
115	25.403504	25.765365	Unk	AM1_20230512_103000.WAV
116	27.393739	27.927915	Unk	AM1_20230512_103000.WAV
117	29.689833	30.964963	abiotic noise	AM1_20230512_103000.WAV
118	31.227743	31.568064	Sylviidae	AM1_20230512_103000.WAV
119	31.774842	32.136703	abiotic noise	AM1_20230512_103000.WAV
120	32.218553	32.321941	Unk	AM1_20230512_103000.WAV
121	36.237794	36.65135	abiotic noise	AM1_20230512_103000.WAV
122	36.599655	36.875359	Unk	AM1_20230512_103000.WAV
123	39.106835	39.175761	abiotic noise	AM1_20230512_103000.WAV
124	39.951177	40.91614	Curruca undata	AM1_20230512_103000.WAV
125	41.876795	41.950029	abiotic noise	AM1_20230512_103000.WAV
126	45.753877	46.3139	Curruca undata	AM1_20230512_103000.WAV
127	47.838886	51.810741	Curruca undata	AM1_20230512_103000.WAV
128	52.797243	53.184951	Galerida theklae	AM1_20230512_103000.WAV
129	55.911832	56.958644	Unk	AM1_20230512_103000.WAV
130	58.466399	59.017806	Galerida theklae	AM1_20230512_103000.WAV
131	0.0	60.0	abiotic noise	AM1_20230512_110000.WAV
132	8.650201	8.900057	Curruca undata	AM1_20230512_110000.WAV
133	14.715681	16.499138	Unk	AM1_20230512_110000.WAV
134	52.935095	53.150488	Curruca undata	AM1_20230512_110000.WAV
